Name,Category,Integration,Description,Url,Selectable with
metrics.impressions,ad-group-ad-asset-view,google-adwords,,,
metrics.value_per_all_conversions,ad-group-ad-asset-view,google-adwords,,,
metrics.value_per_conversion,ad-group-ad-asset-view,google-adwords,,,
metrics.view_through_conversions,ad-group-ad-asset-view,google-adwords,,,
average_cpc,ad-group-ad-asset-view,google-adwords,,,
cost_per_all_conversions,ad-group-ad-asset-view,google-adwords,,,
cost_per_conversion,ad-group-ad-asset-view,google-adwords,,,
value_per_all_conversions,ad-group-ad-asset-view,google-adwords,,,
value_per_conversion,ad-group-ad-asset-view,google-adwords,,,
all_conversion_value_per_cost,ad-group-ad-asset-view,google-adwords,,,
conversion_value_per_cost,ad-group-ad-asset-view,google-adwords,,,
ad_group.ad_rotation_mode,ad-group-ad-asset-view,google-adwords,,,
ad_group.audience_setting.use_audience_grouped,ad-group-ad-asset-view,google-adwords,,,
ad_group.base_ad_group,ad-group-ad-asset-view,google-adwords,,,
ad_group.campaign,ad-group-ad-asset-view,google-adwords,,,
ad_group.cpc_bid_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.cpm_bid_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.cpv_bid_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.display_custom_bid_dimension,ad-group-ad-asset-view,google-adwords,,,
ad_group.effective_cpc_bid_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.effective_target_cpa_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.effective_target_cpa_source,ad-group-ad-asset-view,google-adwords,,,
ad_group.effective_target_roas,ad-group-ad-asset-view,google-adwords,,,
ad_group.effective_target_roas_source,ad-group-ad-asset-view,google-adwords,,,
ad_group.excluded_parent_asset_field_types,ad-group-ad-asset-view,google-adwords,,,
campaign.excluded_parent_asset_set_types,ad-group-ad-asset-view,google-adwords,,,
ad_group.final_url_suffix,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad_group,ad-group-ad-asset-view,google-adwords,,,
ad_group.labels,ad-group-ad-asset-view,google-adwords,,,
ad_group.name,ad-group-ad-asset-view,google-adwords,,,
ad_group.optimized_targeting_enabled,ad-group-ad-asset-view,google-adwords,,,
ad_group.percent_cpc_bid_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.primary_status,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.primary_status_reasons,ad-group-ad-asset-view,google-adwords,,,
ad_group.resource_name,ad-group-ad-asset-view,google-adwords,,,
ad_group.status,ad-group-ad-asset-view,google-adwords,,,
ad_group.target_cpa_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.target_cpm_micros,ad-group-ad-asset-view,google-adwords,,,
ad_group.target_roas,ad-group-ad-asset-view,google-adwords,,,
ad_group.targeting_setting.target_restrictions,ad-group-ad-asset-view,google-adwords,,,
ad_group.tracking_url_template,ad-group-ad-asset-view,google-adwords,,,
ad_group.type,ad-group-ad-asset-view,google-adwords,,,
ad_group.url_custom_parameters,ad-group-ad-asset-view,google-adwords,,,
ad_group,ad-group-ad-asset-view,google-adwords,,,
ad_group_label_id,ad-group-ad-asset-view,google-adwords,,,
ad_group_label,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.action_items,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.added_by_google_ads,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_ad.html5_media_bundles,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_ad.images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_ad.mandatory_ad_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_ad.youtube_videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_engagement_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_engagement_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_engagement_ad.images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_engagement_ad.videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_pre_registration_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_pre_registration_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_pre_registration_ad.images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.app_pre_registration_ad.youtube_videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.call_tracked,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.conversion_action,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.conversion_reporting_state,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.country_code,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.description1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.description2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.disable_call_conversion,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.headline1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.headline2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.path1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.path2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.phone_number,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.call_ad.phone_number_verification_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.breadcrumb1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.breadcrumb2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.call_to_action,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.description,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_product_ad.logo_image,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.device_preference,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_carousel_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_carousel_ad.call_to_action_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_carousel_ad.carousel_cards,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_carousel_ad.description,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_carousel_ad.headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_carousel_ad.logo_image,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.call_to_action_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.lead_form_only,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.logo_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.marketing_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.portrait_marketing_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_multi_asset_ad.square_marketing_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.breadcrumb1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.breadcrumb2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.call_to_actions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.logo_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.long_headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.demand_gen_video_responsive_ad.videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.display_upload_ad.display_upload_product_type,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.display_upload_ad.media_bundle,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.display_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_dynamic_search_ad.description,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_dynamic_search_ad.description2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.description,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.description2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.headline_part1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.headline_part2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.headline_part3,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.path1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.expanded_text_ad.path2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.final_app_urls,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.final_mobile_urls,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.final_url_suffix,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.final_urls,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.hotel_ad,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.id,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.image_asset.asset,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.image_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.media_file,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.mime_type,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.pixel_height,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.pixel_width,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.preview_image_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.preview_pixel_height,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.image_ad.preview_pixel_width,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_app_install_ad,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.accent_color,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.allow_flexible_color,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.call_to_action_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.description,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.format_setting,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.logo_image,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.long_headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.main_color,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.marketing_image,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.price_prefix,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.promo_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.short_headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.square_logo_image,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.legacy_responsive_display_ad.square_marketing_image,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.call_to_actions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.logo_images,ad-group-ad-asset-view,google-adwords,,,
ad_local_ad_logo_images_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.marketing_images,ad-group-ad-asset-view,google-adwords,,,
ad_local_ad_marketing_images_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.path1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.path2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.local_ad.videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.resource_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.accent_color,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.allow_flexible_color,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.business_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.call_to_action_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.control_spec.enable_asset_enhancements,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.control_spec.enable_autogen_video,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.format_setting,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.logo_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.long_headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.main_color,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.marketing_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.price_prefix,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.promo_text,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.square_logo_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.square_marketing_images,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_display_ad.youtube_videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_search_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_search_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_search_ad.path1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.responsive_search_ad.path2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.shopping_comparison_listing_ad.headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.shopping_product_ad,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.shopping_smart_ad,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.smart_campaign_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.smart_campaign_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.system_managed_resource_source,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.text_ad.description1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.text_ad.description2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.text_ad.headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.tracking_url_template,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.travel_ad,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.type,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.url_collections,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.url_custom_parameters,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.bumper.action_button_label,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.bumper.action_headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.bumper.companion_banner.asset,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_feed.description1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_feed.description2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_feed.headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_feed.thumbnail,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_stream.action_button_label,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_stream.action_headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.in_stream.companion_banner.asset,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.non_skippable.action_button_label,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.non_skippable.action_headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.non_skippable.companion_banner.asset,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.out_stream.description,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.out_stream.headline,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_ad.video.asset,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.breadcrumb1,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.breadcrumb2,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.call_to_actions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.companion_banners,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.descriptions,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.long_headlines,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad.video_responsive_ad.videos,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.ad_strength,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.labels,ad-group-ad-asset-view,google-adwords,,,
asset.policy_summary.approval_status,ad-group-ad-asset-view,google-adwords,,,
asset.policy_summary.policy_topic_entries,ad-group-ad-asset-view,google-adwords,,,
asset.policy_summary.review_status,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.resource_name,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad.status,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad_table,ad-group-ad-asset-view,google-adwords,,,
ad_app_ad_images_url,ad-group-ad-asset-view,google-adwords,,,
ad_app_engagement_ad_images_url,ad-group-ad-asset-view,google-adwords,,,
ad_app_pre_registration_ad_images_url,ad-group-ad-asset-view,google-adwords,,,
ad_legacy_responsive_display_ad_logo_image_url,ad-group-ad-asset-view,google-adwords,,,
ad_legacy_responsive_display_ad_marketing_image_url,ad-group-ad-asset-view,google-adwords,,,
ad_legacy_responsive_display_ad_square_logo_image_url,ad-group-ad-asset-view,google-adwords,,,
ad_legacy_responsive_display_ad_square_marketing_image_url,ad-group-ad-asset-view,google-adwords,,,
ad_discovery_carousel_ad_carousel_cards_marketing_images_asset,ad-group-ad-asset-view,google-adwords,,,
ad_discovery_carousel_ad_carousel_cards_marketing_images_url,ad-group-ad-asset-view,google-adwords,,,
ad_discovery_multi_asset_ad_marketing_image_url,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad_label,ad-group-ad-asset-view,google-adwords,,,
ad_group_ad_status_icon,ad-group-ad-asset-view,google-adwords,,,
approval_status,ad-group-ad-asset-view,google-adwords,,,
policy,ad-group-ad-asset-view,google-adwords,,,
description,ad-group-ad-asset-view,google-adwords,,,
description_line1,ad-group-ad-asset-view,google-adwords,,,
description_line2,ad-group-ad-asset-view,google-adwords,,,
video_asset_youtube_id,ad-group-ad-asset-view,google-adwords,,,
responsive_video_asset_youtube_id,ad-group-ad-asset-view,google-adwords,,,
asset.book_on_google_asset,ad-group-ad-asset-view,google-adwords,,,
asset.call_asset.ad_schedule_targets,ad-group-ad-asset-view,google-adwords,,,
asset.call_asset.call_conversion_action,ad-group-ad-asset-view,google-adwords,,,
asset.call_asset.call_conversion_reporting_state,ad-group-ad-asset-view,google-adwords,,,
asset.call_asset.country_code,ad-group-ad-asset-view,google-adwords,,,
asset.call_asset.phone_number,ad-group-ad-asset-view,google-adwords,,,
asset.call_to_action_asset.call_to_action,ad-group-ad-asset-view,google-adwords,,,
asset.callout_asset.ad_schedule_targets,ad-group-ad-asset-view,google-adwords,,,
asset.callout_asset.callout_text,ad-group-ad-asset-view,google-adwords,,,
asset.callout_asset.end_date,ad-group-ad-asset-view,google-adwords,,,
asset.callout_asset.start_date,ad-group-ad-asset-view,google-adwords,,,
asset.demand_gen_carousel_card_asset.call_to_action_text,ad-group-ad-asset-view,google-adwords,,,
asset.demand_gen_carousel_card_asset.headline,ad-group-ad-asset-view,google-adwords,,,
asset.demand_gen_carousel_card_asset.marketing_image_asset,ad-group-ad-asset-view,google-adwords,,,
asset.demand_gen_carousel_card_asset.portrait_marketing_image_asset,ad-group-ad-asset-view,google-adwords,,,
asset.demand_gen_carousel_card_asset.square_marketing_image_asset,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.android_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.contextual_keywords,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.formatted_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.formatted_sale_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.id2,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.image_url,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.ios_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.ios_app_store_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.item_address,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.item_category,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.item_description,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.item_subtitle,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.item_title,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.sale_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_custom_asset.similar_ids,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.address,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.android_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.contextual_keywords,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.image_url,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.ios_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.ios_app_store_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.location_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.program_description,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.program_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.program_name,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.school_name,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.similar_program_ids,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.subject,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_education_asset.thumbnail_image_url,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.android_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.custom_mapping,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.destination_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.destination_name,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.flight_description,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.flight_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.flight_sale_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.formatted_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.formatted_sale_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.image_url,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.ios_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.ios_app_store_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.origin_id,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.origin_name,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_flights_asset.similar_destination_ids,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.address,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.android_app_link,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.category,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.contextual_keywords,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.description,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.destination_name,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.formatted_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.formatted_sale_price,ad-group-ad-asset-view,google-adwords,,,
asset.dynamic_hotels_and_rentals_asset.image_url,ad-group-ad-asset-view,google-adwords,,,
